,BeverageCategory,Beverage,Food,Rating
5204,Red Wine,Nebbiolo,Basil,3.5
5205,White Wine,Orvieto (DOC),Basil,3.5
5206,White Wine,Pinot Grigio,Basil,3.5
5207,Rosé,Rosé,Basil,3.5
5208,Red Wine,Shiraz,Basil,3.5
5209,Red Wine,Syrah,Basil,3.5
5210,White Wine,Soave (Superiore),Basil,3.5
5211,Sparkling Wine,Champagne,Bass,3.5
5212,White Wine,Muscadet,Bass,3.5
5213,White Wine,Pinot Bianco,Bass,3.5
5214,White Wine,Pouilly Fumé,Bass,3.5
5215,White Wine,Sancerre,Bass,3.5
5216,White Wine,Sauvignon Blanc,Bass,3.5
5217,White Wine,Soave (Superiore),Bass,3.5
5218,Red Wine,Barbera DOC,Bay Leaf,3.5
5219,Red Wine,Cabernet Sauvignon,Bay Leaf,3.5
5220,Red Wine,Chianti DOCG,Bay Leaf,3.5
5221,Red Wine,Pinotage,Bay Leaf,3.5
5222,Red Wine,Sangiovese,Bay Leaf,3.5
5223,White Wine,Sauvignon Blanc,Bay Leaf,3.5
5224,Liquor,Vermouth,Apple,3.5
5225,Tea,"Tea, Darjeeling",Apple,3.5
5226,Tea,"Tea, Ali Shan Oolong",Apple,3.5
5227,Pop,Gingerale,Apple,3.5
5228,Liquor,Vermouth,Aperitif,3.5
5229,Pop,Gingerale,Apricot,3.5
5230,Juice,Tomato Based Drinks,Avocado,3.5
5231,Liquor,Bloody Mary,Avocado,3.5
5232,Liquor,Caesar,Avocado,3.5
5233,Rosé,Tavel,Fried Chicken,3.5
5234,Red Wine,Cabernet Franc,Baked Beans,3.5
5235,Red Wine,Grenache,Baked Beans,3.5
5236,Red Wine,Nebbiolo,Baked Beans,3.5
5237,Red Wine,Primitivo,Baked Beans,3.5
5238,Liquor,Madeira based Cocktails,Black Beans,3.5
5239,Juice,"Orange Juice, Sparkling",Black Beans,3.5
5240,Red Wine,"Rhone, Red Wine",Black Beans,3.5
5241,Red Wine,Chianti DOCG,Red Beans,3.5
5242,Red Wine,Shiraz,Red Beans,3.5
5243,Red Wine,Zinfandel,Red Beans,3.5
5244,White Wine,"Burgundy, White",White Beans,3.5
5245,White Wine,Chablis,White Beans,3.5
5246,Red Wine,Red Wine,White Beans,3.5
5247,Sparkling Wine,Sparkling Wine,White Beans,3.5
5248,White Wine,Riesling,Green Beans,3.5
5249,White Wine,Sancerre,Green Beans,3.5
5250,Red Wine,Barbaresco DOCG,Beef,3.5
5251,Beer,Pale Ale,Beef,3.5
5252,Beer,"Porter, Dry",Beef,3.5
5253,Red Wine,Bordeaux AOC Red,Beef,3.5
5254,Dessert Wine,Banyuls,Ice Cream,3.5
5255,Red Wine,"Châteauneuf du Pape, Red",Beef,3.5
5256,Red Wine,Chianti DOCG,Beef,3.5
5257,Fortified Wine,Madeira based Cocktails,Beef,3.5
5258,Red Wine,"Rhone, Red Wine",Beef,3.5
5259,Sherry,"Sherry, Oloroso",Beef,3.5
5260,Tea,Tea,Beef,3.5
5261,Tea,"Tea, Black",Beef,3.5
5262,Tea,Oolong Tea,Beef,3.5
5263,Red Wine,Shiraz,Beef Brisket,3.5
5264,Red Wine,Zinfandel,Beef Brisket,3.5
5265,Red Wine,Chianti DOCG,Beef Brisket,3.5
5266,Red Wine,Beaujolais,Beef,3.5
5267,Beer,Belgian Ale,Beef,3.5
5268,Red Wine,Cabernet Franc,Mozzarella Sticks,3.5
5269,Red Wine,Carménère,Mozzarella Sticks,3.5
5270,Red Wine,Cabernet Sauvignon,Beef,3.5
5271,Red Wine,"Pinotage, South Africa",Donut Burger,3.5
5272,Red Wine,Dolcetto (DOC),Beef,3.5
5273,Sparkling Wine,"Sparkling Wine, Brut",Donut Burger,3.5
5274,Red Wine,Beaujolais,Beef Boiled,3.5
5275,Red Wine,Bordeaux AOC Red,Beef with a Bordeaux Wine Sauce,3.5
5276,Red Wine,Aglianico,Beef Braised,3.5
5277,Red Wine,Barbera DOC,Beef Braised,3.5
5278,Red Wine,Beaujolais,Beef Braised,3.5
5279,Red Wine,"Burgundy, Red",Beef Braised,3.5
5280,Red Wine,Chianti DOCG,Beef Braised,3.5
5281,Red Wine,"Rhone, Red Wine",Beef Braised,3.5
5282,Rosé,Rosé,Beef Braised,3.5
5283,Red Wine,Zinfandel,Beef Braised,3.5
5284,Beer,Chimay,Beef Braised,3.5
5285,Red Wine,Malbec,Beef Carne Asada,3.5
5286,Red Wine,Arneis,Beef Carpaccio,3.5
5287,Red Wine,Barbera DOC,Beef Carpaccio,3.5
5288,Red Wine,Barolo,Beef Carpaccio,3.5
5289,Sparkling Wine,"Champagne, Rosé ",Beef Carpaccio,3.5
5290,Red Wine,Pinot Noir,Beef Carpaccio,3.5
5291,Rosé,Rosé,Beef Carpaccio,3.5
5292,Red Wine,Sangiovese,Beef Carpaccio,3.5
5293,Red Wine,Shiraz,Beef Casserole,3.5
5294,Red Wine,Syrah,Beef Casserole,3.5
5295,Red Wine,Zinfandel,Beef Casserole,3.5
5296,Red Wine,Cabernet Sauvignon,Beef Casserole,3.5
5297,Red Wine,Beaujolais,Cold Beef,3.5
5298,Red Wine,Cabernet Sauvignon,Cold Beef,3.5
5299,Red Wine,Merlot,Cold Beef,3.5
5300,Rosé,Rosé,Grapefruit Desserts,3.5
5301,Sparkling Wine,Champagne,Cold Beef,3.5
5302,Red Wine,Brunello di Montalcino (DOCG),Beef with Ginger,3.5
5303,Red Wine,"Burgundy, Red",Beef with Ginger,3.5
5304,Red Wine,Shiraz,Grilled Asian Beef,3.5
5305,Sake,Sake,Grilled Asian Beef,3.5
5306,Red Wine,Merlot,Beef Pot Roast,3.5
5307,Red Wine,Cabernet Sauvignon,Beef Pot Roast,3.5
5308,Red Wine,Zinfandel,Beef Pot Roast,3.5
5309,Red Wine,Cabernet Sauvignon,Beef Prime Rib,3.5
5310,Red Wine,"Chianti Classico, Riserva DOCG",Beef Prime Rib,3.5
5311,Red Wine,Gamay,Beef Prime Rib,3.5
5312,Red Wine,Pinot Noir,Beef Prime Rib,3.5
5313,Red Wine,Shiraz,Beef Prime Rib,3.5
5314,Red Wine,Zinfandel,Beef Prime Rib,3.5
5315,Red Wine,"Burgundy, Red",Beef Rib Roast,3.5
5316,Red Wine,Cabernet Sauvignon,Beef Rib Roast,3.5
5317,Red Wine,Malbec,Beef Rib Roast,3.5
5318,Red Wine,Merlot,Beef Rib Roast,3.5
5319,Beer,"Ale, British",Roast Beef,3.5
5320,Beer,Pale Ale,Roast Beef,3.5
5321,Red Wine,Barbera DOC,Roast Beef,3.5
5322,Red Wine,"Châteauneuf du Pape, Red",Roast Beef,3.5
5323,Red Wine,Malbec,Roast Beef,3.5
5324,Red Wine,Merlot,Roast Beef,3.5
5325,Red Wine,"Priorato, Red",Roast Beef,3.5
5326,Red Wine,"Ribera del Duero, Red",Roast Beef,3.5
5327,Red Wine,Taurasi,Roast Beef,3.5
5328,Red Wine,Zinfandel,Roast Beef,3.5
5329,Red Wine,Cabernet Sauvignon,Beef Short Ribs,3.5
5330,Red Wine,"Ribera del Duero, Red",Beef Short Ribs,3.5
5331,Beer,Ale,Beef Stew,3.5
5332,Red Wine,Barolo,Beef Stew,3.5
5333,Red Wine,Bordeaux AOC Red,Beef Stew,3.5
5334,Beer,Baltic Porter,Tiramisu,3.5
5335,Red Wine,"Châteauneuf du Pape, Red",Beef Stew,3.5
5336,Red Wine,"Crozes Hermitage, Red",Beef Stew,3.5
5337,Red Wine,Malbec,Beef Stew,3.5
5338,Red Wine,Nebbiolo,Beef Stew,3.5
5339,Red Wine,Pinot Noir,Beef Stew,3.5
5340,Beer,Cream Stout,Tiramisu,3.5
5341,Red Wine,Cabernet Sauvignon,Beef Stir Fried,3.5
5342,Red Wine,Merlot,Asian Style Stir Fry with Soy Sauce,3.5
5343,Red Wine,Pinot Noir,Stir Fried Asian Style with Orange,3.5
5344,Red Wine,Barbera DOC,Beef Strognaoff,3.5
5345,Red Wine,Bordeaux AOC Red,Beef Strognaoff,3.5
5346,Red Wine,Brunello di Montalcino (DOCG),Beef Strognaoff,3.5
5347,Red Wine,Cabernet Sauvignon,Beef Strognaoff,3.5
5348,Other,"Hermitage, Red/White",Beef Strognaoff,3.5
5349,Red Wine,Merlot,Beef Strognaoff,3.5
5350,Red Wine,"Rhone, Red Wine",Beef Strognaoff,3.5
5351,Red Wine,Zinfandel,Beef Strognaoff,3.5
5352,Pop,Aguas Frescas,Beef Tacos,3.5
5353,Red Wine,Cabernet Sauvignon,Beef Tacos,3.5
5354,Red Wine,Merlot,Beef Tacos,3.5
5355,Beer,Altbier,Thai Cuisine,3.5
5356,Red Wine,Syrah,Beef Tacos,3.5
5357,Red Wine,"Tempranillo, Spain",Beef Tacos,3.5
5358,Red Wine,"Burgundy, Red",Beef Tenderloin,3.5
5359,Beer,India Pale Ale - IPA,Beef Tenderloin,3.5
5360,Red Wine,Merlot,Beef Tenderloin,3.5
5361,Red Wine,Cabernet Sauvignon,Beets,3.5
5362,White Wine,Gewürztraminer,Beets,3.5
5363,Juice,Lemon Based Drinks,Beets,3.5
5364,White Wine,"Pinot Gris, Alsace",Beets,3.5
5365,Red Wine,Pinot Noir,Beets,3.5
5366,Rosé,Rosé,Beets,3.5
5367,White Wine,Sancerre,Beets,3.5
5368,Sparkling Wine,"Asti Spumante, (DOCG)",Berries,3.5
5369,Red Wine,Beaujolais,Berries,3.5
5370,Other,Brachetto d'Acqui,Berries,3.5
5371,Red Wine,Cabernet Sauvignon,Berries,3.5
5372,Red Wine,Cabernet Franc,Berries,3.5
5373,Red Wine,Cahors AOC,Berries,3.5
5374,Sparkling Wine,"Champagne, Rosé ",Berries,3.5
5375,Liquor,Framboise based cocktails,Berries,3.5
5376,White Wine,"Muscat, Dry",Berries,3.5
5377,Red Wine,Pinot Noir,Berries,3.5
5378,Port,Port,Berries,3.5
5379,Dessert Wine,"Riesling, Late Harvest",Berries,3.5
5380,White Wine,Riesling,Berries,3.5
5381,Dessert Wine,Banyuls,Sweet and Sour Chicken,3.5
5382,Rosé,Rosé,Berries,3.5
5383,Red Wine,Zinfandel,Berries,3.5
5384,Dessert Wine,Ice Wine,Berry Desserts,3.5
5385,Dessert Wine,Late Harvest Wines,Berry Desserts,3.5
5386,Dessert Wine,"Muscat, Black",Berry Desserts,3.5
5387,Port,Port,Berry Desserts,3.5
5388,White Wine,Vouvray Sweet Viscous White Wine,Berry Desserts,3.5
5389,Beer,Gose,Arugula Salad with Goat Cheese,3.5
5390,Red Wine,Pinot Noir,Biryani,3.5
5391,White Wine,White Wine,Biryani with Saffron flavoured rice,3.5
5392,Sparkling Wine,"Asti Spumante, (DOCG)",Biscotti,3.5
5393,Coffee,Espresso,Biscotti,3.5
5394,Dessert Wine,Ice Wine,Biscotti,3.5
5395,Dessert Wine,Late Harvest White Wines,Biscotti,3.5
5396,Dessert Wine,Sweet Marsala,Biscotti,3.5
5397,Dessert Wine,"Muscat, Orange",Biscotti,3.5
5398,Port,"Port, Tawny",Biscotti Nutty,3.5
5399,Red Wine,"Rhone, Red Wine",Biscotti,3.5
5400,Sherry,"Sherry, Sweet ",Biscotti,3.5
5401,Sherry,"Sherry, Cream ",Biscotti,3.5
5402,Sherry,"Sherry, PX or Pedro Ximenez",Biscotti,3.5
5403,Red Wine,Zinfandel,Biscotti,3.5
5404,Red Wine,Brunello di Montalcino (DOCG),Bistecca Alla Fiorentina,3.5
5405,Red Wine,Chianti DOCG,Bistecca Alla Fiorentina,3.5
5406,Red Wine,Rosso di Montalcino,Bistecca Alla Fiorentina,3.5
5407,Red Wine,Cabernet Sauvignon,Bitter Food,3.5
5408,Red Wine,Pinot Noir,Bitter Food,3.5
5409,White Wine,Sauvignon Blanc,Bitter Food,3.5
5410,Other,Brachetto,Blackberries,3.5
5411,Coffee,"Coffee, Kenya",Blackberries,3.5
5412,Other,"Maury, Roussillon (Northern Catalonia)",Blackberries,3.5
5413,Dessert Wine,Muscat de Beaumes-de-Venise,Blackberries,3.5
5414,Port,"Port, Ruby",Blackberries,3.5
5415,White Wine,"Riesling, Late Harvest",Blackberries,3.5
5416,Tea,"Tea, Bai Hao Oolong",Blackberries,3.5
5417,Sparkling Wine,"Champagne, Blanc de blancs ",Blini with Caviar or Smoked Salmon,3.5
5418,Liquor,Vodka,Blini with Caviar or Smoked Salmon,3.5
5419,Sparkling Wine,"Asti Spumante, (DOCG)",Blueberries,3.5
5420,Red Wine,Brachetto,Blueberries,3.5
5421,Sparkling Wine,Champagne,Blueberries,3.5
5422,Liquor,Bourbon and Bourbon Cocktails,Blueberries,3.5
5423,Liquor,Cognac and Cognac Cocktails,Blueberries,3.5
5424,Liquor,Cointreau and Cointreau based Cocktails,Blueberries,3.5
5425,Liquor,Grand Marnier and Grand Marnier Cocktails,Blueberries,3.5
5426,Tea,Ethiopian Harrar,Blueberries,3.5
5427,Dessert Wine,Late Harvest Wines,Blueberries,3.5
5428,Juice,Lemon Based Drinks,Blueberries,3.5
5429,Juice,Lime Based Drinks,Blueberries,3.5
5430,Juice,Peach Based Drinks,Blueberries,3.5
5431,Port,Port,Blueberries,3.5
5432,White Wine,Riesling,Blueberries,3.5
5433,Dessert Wine,Vouvray Sweet Viscous White Wine,Blueberries,3.5
5434,White Wine,Bordeaux AOC White,Bluefish,3.5
5435,White Wine,"Burgundy, White",Bluefish,3.5
5436,White Wine,Gewürztraminer,Bluefish,3.5
5437,White Wine,"Hermitage, White",Bluefish,3.5
5438,White Wine,"White Wine, Italian",Bluefish,3.5
5439,White Wine,Sauvignon Blanc,Bluefish,3.5
5440,Red Wine,"Volnay, Red",Bluefish,3.5
5441,Red Wine,Barbaresco DOCG,Wild Boar,3.5
5442,Red Wine,Barbera DOC,Wild Boar,3.5
5443,Red Wine,Cabernet Sauvignon,Wild Boar,3.5
5444,Red Wine,Malbec,Wild Boar,3.5
5445,Red Wine,"Ribera del Duero, Red",Wild Boar,3.5
5446,Red Wine,Super Tuscan,Wild Boar,3.5
5447,Red Wine,Zinfandel,Wild Boar,3.5
5448,White Wine,White Wine,Boiled Dishes,3.5
5449,Red Wine,Cabernet Sauvignon,Braised Dishes,3.5
5450,Sparkling Wine,"Champagne, Rosé ",Braised Dishes,3.5
5451,Dessert Wine,Banyuls,Tapas,3.5
5452,Red Wine,Syrah,Braised Dishes,3.5
5453,Red Wine,Shiraz,Braised Dishes,3.5
5454,Red Wine,Zinfandel,Braised Dishes,3.5
5455,White Wine,Albariño,Brandade,3.5
5456,White Wine,Pinot Gris,Brandade,3.5
5457,White Wine,Pinot Grigio,Brandade,3.5
5458,White Wine,Sancerre,Brandade,3.5
5459,White Wine,Sauvignon Blanc,Brandade,3.5
5460,White Wine,Verdicchio,Brandade,3.5
5461,Beer,Ale,Bread,3.5
5462,White Wine,Chardonnay,Bread,3.5
5463,Tea,Oolong Tea,Bread Toasted,3.5
5464,Tea,Oolong Tea,Bread Toasted for Breakfast,3.5
5465,Tea,Tea,Bread Toasted,3.5
5466,Tea,Tea,Bread Toasted for Breakfast,3.5
5467,Dessert Wine,Ice Wine,Bread  Pudding,3.5
5468,Fortified Wine,Madeira,Bread  Pudding,3.5
5469,Dessert Wine,"Muscat, Orange",Bread  Pudding,3.5
5470,Port,Port,Bread  Pudding,3.5
5471,White Wine,Riesling,Bread  Pudding,3.5
5472,Sherry,Sherry,Bread  Pudding,3.5
5473,Dessert Wine,Tokaji,Bread  Pudding,3.5
5474,Dessert Wine,Vin Santo,Bread  Pudding,3.5
5475,Red Wine,Beaujolais,Breakfast,3.5
5476,Red Wine,Beaujolais,Brunch,3.5
5477,Beer,Wheat Beer,Breakfast,3.5
5478,Beer,Wheat Beer,Brunch,3.5
5479,Liquor,Bloody Mary,Breakfast,3.5
5480,Liquor,Bloody Mary,Brunch,3.5
5481,Sparkling Wine,"Greco di Tufo, Spumante",Breakfast,3.5
5482,Sparkling Wine,"Greco di Tufo, Spumante",Brunch,3.5
5483,Coffee,Coffee,Breakfast,3.5
5484,Coffee,Coffee,Brunch,3.5
5485,Juice,Fruit Juice,Breakfast,3.5
5486,Juice,Fruit Juice,Brunch,3.5
5487,Juice,Grapefruit Juice,Breakfast,3.5
5488,Juice,Grapefruit Juice,Brunch,3.5
5489,Tea,Iced Tea,Breakfast,3.5
5490,Tea,Iced Tea,Brunch,3.5
5491,Juice,Lemonade,Breakfast,3.5
5492,Juice,Lemonade,Brunch,3.5
5493,White Wine,Moscato d'Asti,Breakfast,3.5
5494,White Wine,Sancerre,Brunch,3.5
5495,Juice,Orange Juice,Breakfast,3.5
5496,Juice,Orange Juice,Brunch,3.5
5497,Tea,"Tea, Assam, India",Breakfast,3.5
5498,Tea,"Tea, Assam, India",Brunch,3.5
5499,Tea,"Tea, Black",Breakfast,3.5
5500,Tea,"Tea, Black",Brunch,3.5
5501,Tea,"Tea, Ceylon",Breakfast,3.5
5502,Tea,"Tea, Ceylon",Brunch,3.5
5503,Tea,"Tea, Darjeeling",Breakfast,3.5
5504,Tea,"Tea, Darjeeling",Brunch,3.5
5505,Tea,"Tea, Lapsang Souchong, Wuyi, China",Breakfast,3.5
5506,Tea,"Tea, Lapsang Souchong, Wuyi, China",Brunch,3.5
5507,Tea,"Tea, Smoked Black",Breakfast,3.5
5508,Tea,"Tea, Smoked Black",Brunch,3.5
5509,Tea,"Tea, Yunnan, China",Breakfast,3.5
5510,Tea,"Tea, Yunnan, China",Brunch,3.5
5511,White Wine,Chardonnay,Broccoli,3.5
5512,Juice,Lemon Based Drinks,Broccoli,3.5
5513,White Wine,Sauvignon Blanc,Broccoli,3.5
5514,White Wine,"White Wine, Italian",Broccoli Rabe,3.5
5515,White Wine,Riesling,Broccoli Rabe,3.5
5516,White Wine,Sauvignon Blanc,Broccoli Rabe,3.5
5517,Dessert Wine,Banyuls,Brownies,3.5
5518,Beer,Stout,Brownies,3.5
5519,Liquor,Bourbon and Bourbon Cocktails,Brownies,3.5
5520,Dessert Wine,Guatamalan Antigua,Brownies,3.5
5521,Coffee,Medium Roasted,Brownies,3.5
5522,Coffee,Dark Roasted,Brownies,3.5
5523,Coffee,Espresso,Risotto with Truffles,3.5
5524,White Wine,"Muscat, Dry",Brownies,3.5
5525,Port,Port,Brownies,3.5
5526,Sherry,"Sherry, PX or Pedro Ximenez",Brownies,3.5
5527,White Wine,Riesling,Brown Sugar,3.5
5528,Dessert Wine,Sauternes,Brown Sugar,3.5
5529,Beer,"Ale, Very Hoppy",Buffalo Chicken Wings,3.5
5530,Sparkling Wine,"Champagne, Rosé ",Buffalo Chicken Wings,3.5
5531,Rosé,Rosé,Buffalo Chicken Wings,3.5
5532,Red Wine,Zinfandel,Buffalo Chicken Wings,3.5
5533,White Wine,"Burgundy, White",Butter,3.5
5534,White Wine,"Burgundy, White",Butter Sauce,3.5
5535,White Wine,Riesling,Milbenkäse Cheese,3.5
5536,White Wine,Viognier,Butter,3.5
5537,White Wine,Viognier,Butter Sauce,3.5
5538,Coffee,Dark Roasted,Butterscotch,3.5
5539,White Wine,White Wine,Cabbage,3.5
5540,Juice,Apple Based Drinks,Red Cabbage,3.5
5541,Red Wine,Dolcetto (DOC),Red Cabbage,3.5
5542,Red Wine,Merlot,Red Cabbage,3.5
5543,Red Wine,Red Wine,Red Cabbage,3.5
5544,White Wine,Sauvignon Blanc,Cajun Cuisine,3.5
5545,Dessert Wine,Ice Wine,Cake,3.5
5546,Dessert Wine,Ice Wine,Cupcakes,3.5
5547,Dessert Wine,Sweet Marsala,Cake,3.5
5548,Dessert Wine,Sweet Marsala,Cupcakes,3.5
5549,Dairy,Milk,Cake,3.5
5550,Dairy,Milk,Cupcakes,3.5
5551,Dessert Wine,"Muscat, Sweet",Cake,3.5
5552,Dessert Wine,"Muscat, Sweet",Cupcakes,3.5
5553,Port,"Port, Tawny",Cake,3.5
5554,Port,"Port, Tawny",Cupcakes,3.5
5555,Dessert Wine,"Riesling, Late Harvest",Cake,3.5
5556,Dessert Wine,"Riesling, Late Harvest",Cupcakes,3.5
5557,Dessert Wine,Sauternes,Cake,3.5
5558,Dessert Wine,Sauternes,Cupcakes,3.5
5559,Sherry,"Sherry, Cream ",Cake,3.5
5560,Sherry,"Sherry, Cream ",Cupcakes,3.5
5561,Sparkling Wine,"Sparkling Wine, Demi-Sec",Cake,3.5
5562,Sparkling Wine,"Sparkling Wine, Demi-Sec",Cupcakes,3.5
5563,Dessert Wine,Tokaji,Cake,3.5
5564,Dessert Wine,Tokaji,Cupcakes,3.5
5565,Dessert Wine,Vin Santo,Cake,3.5
5566,Sparkling Wine,Vouvray Sparkling White Wine,Cake,3.5
5567,Sparkling Wine,Vouvray Sparkling White Wine,Cupcakes,3.5
5568,Dessert Wine,Coteaux du Layon Sweet White Wine,Almond Cake,3.5
5569,Sparkling Wine,Moscato d'Asti,Almond Cake,3.5
5570,Dessert Wine,Vin Santo,Almond Cake,3.5
5571,Sparkling Wine,Champagne,Angel Food Cake,3.5
5572,Dessert Wine,Madeira,Angel Food Cake,3.5
5573,Port,Port,Angel Food Cake,3.5
5574,White Wine,Riesling,Angel Food Cake,3.5
5575,Sparkling Wine,Sparkling Wine,Angel Food Cake,3.5
5576,Coffee,Light Roasted,Citrus Flavoured Cake,3.5
5577,White Wine,"Muscat, Dry",Citrus Flavoured Cake,3.5
5578,Tea,Tea,Citrus Flavoured Cake,3.5
5579,Coffee,Coffee,Coffee Cake,3.5
5580,Dessert Wine,Ice Wine,Coffee Cake,3.5
5581,White Wine,"Muscat, Dry",Coffee Cake,3.5
5582,Tea,"Tea, Black",Coffee Cake,3.5
5583,Dessert Wine,Vin Santo,Coffee Cake,3.5
5584,Coffee,Light Roasted,Pound Cake,3.5
5585,Dessert Wine,Late Harvest White Wines,Pound Cake,3.5
5586,Dessert Wine,"Muscat, Orange",Pound Cake,3.5
5587,Port,Port,Pound Cake,3.5
5588,Sherry,"Sherry, Sweet ",Pound Cake,3.5
5589,Sherry,"Sherry, Cream ",Pound Cake,3.5
5590,Tea,Tea,Pound Cake,3.5
5591,Beer,Belgian Beer,Spice Cake,3.5
5592,White Wine,"Muscat, Dry",Spice Cake,3.5
5593,Port,"Port, Tawny",Spice Cake,3.5
5594,Dessert Wine,Vin Santo,Spice Cake,3.5
5595,Red Wine,Lambrusco,Calzone,3.5
5596,Red Wine,Syrah,Calzone,3.5
5597,Red Wine,Shiraz,Calzone,3.5
5598,Red Wine,Dolcetto (DOC),Cannelloni,3.5
5599,Red Wine,Frascati,Cannelloni,3.5
5600,Red Wine,Sangiovese,Cannelloni,3.5
5601,Red Wine,Montepulciano,Cannelloni,3.5
5602,Coffee,Medium Roasted,Cannoli,3.5
5603,Dessert Wine,Moscato d'Asti,Cannoli,3.5
5604,Sparkling Wine,"Asti Frizzante, (DOCG)",Cantaloupe,3.5
5605,Dessert Wine,Banyuls,Cantaloupe,3.5
5606,Sparkling Wine,"Champagne, Dry",Cantaloupe,3.5
5607,White Wine,Chenin Blanc,Cantaloupe,3.5
5608,White Wine,Riesling,Cantaloupe,3.5
5609,Red Wine,Beaujolais,Capers,3.5
5610,White Wine,Muscadet,Capers,3.5
5611,White Wine,Pinot Gris,Capers,3.5
5612,Red Wine,Pinot Noir,Capers,3.5
5613,Rosé,Rosé,Capers,3.5
5614,White Wine,Sancerre,Capers,3.5
5615,Sparkling Wine,Champagne,Caramel,3.5
5616,Coffee,Dark Roasted,Caramel,3.5
5617,Coffee,Guatamalan Antigua,Caramel,3.5
5618,White Wine,Riesling,Caramel,3.5
5619,Dessert Wine,Sauternes,Caramel,3.5
5620,Sherry,"Sherry, PX or Pedro Ximenez",Caramel,3.5
5621,White Wine,Gewürztraminer,Caraway Seeds,3.5
5622,Red Wine,Merlot,Caraway Seeds,3.5
5623,Red Wine,Pinot Noir,Caraway Seeds,3.5
5624,White Wine,Riesling,Caraway Seeds,3.5
5625,White Wine,Sauvignon Blanc,Caraway Seeds,3.5
5626,Red Wine,Shiraz,Caraway Seeds,3.5
5627,Red Wine,Syrah,Caraway Seeds,3.5
5628,Beer,Piwo Grodziskie,Swiss Cheese,3.5
5629,Red Wine,Cabernet Sauvignon,Caribbean Cusine,3.5
5630,Juice,Fruit Juice,Caribbean Cusine,3.5
5631,Pop,Ginger Beer,Caribbean Cusine,3.5
5632,White Wine,Gewürztraminer,Caribbean Cusine,3.5
5633,White Wine,Weissburgunder,Caribbean Cusine,3.5
5634,Beer,Biere De Garde,Osso Buco,3.5
5635,White Wine,Sauvignon Blanc,Caribbean Cusine,3.5
5636,Sparkling Wine,Sparkling Wine,Caribbean Cusine,3.5
5637,Red Wine,Zinfandel,Caribbean Cusine,3.5
5638,Red Wine,Barbera DOC,Carpaccio,3.5
5639,Red Wine,Dolcetto (DOC),Carpaccio,3.5
5640,Red Wine,Merlot,Carpaccio,3.5
5641,Sparkling Wine,Prosecco,Carpaccio,3.5
5642,Red Wine,Sangiovese,Carpaccio,3.5
5643,Red Wine,Valpolicella,Carpaccio,3.5
5644,Beer,Wheat Beer,Carrots,3.5
5645,White Wine,Chablis,Carrots,3.5
5646,White Wine,Chardonnay,Carrots,3.5
5647,Juice,"Cider, Non Alcoholic",Carrots,3.5
5648,Liquor,Madeira based Cocktails,Carrots,3.5
5649,Red Wine,Dolcetto (DOC),Carrots,3.5
5650,Pop,Gingerale,Carrots,3.5
5651,Juice,Lemon Based Drinks,Carrots,3.5
5652,White Wine,Riesling,Carrots,3.5
5653,White Wine,"Muscat, Dry",Carrot Cake,3.5
5654,White Wine,Semillon,Carrots,3.5
5655,Dessert Wine,Tokaji,Carrot Cake,3.5
5656,White Wine,Soave Superiore Classico,Carrots,3.5
5657,White Wine,Viognier,Carrots,3.5
5658,Tea,"Tea, Smoked Black",Lobster with Thai Spices,3.5
5659,Red Wine,Barbera DOC,Cassoulet,3.5
5660,Red Wine,Pinot Noir,Cashews,3.5
5661,Sparkling Wine,Prosecco,Cashews,3.5
5662,Red Wine,"Rhone, Red Wine",Cassoulet,3.5
5663,Rosé,Rosé,Cassoulet,3.5
5664,Red Wine,Zinfandel,Cassoulet,3.5
5665,Red Wine,Beaujolais,Catfish,3.5
5666,White Wine,Chablis,Catfish,3.5
5667,White Wine,Gewürztraminer,Catfish,3.5
5668,Pop,Iced Tea,Catfish,3.5
5669,White Wine,Lambrusco,Catfish,3.5
5670,White Wine,Muscadet,Catfish,3.5
5671,White Wine,Pinot Blanc Alsace,Catfish,3.5
5672,White Wine,Pinot Gris,Catfish,3.5
5673,White Wine,Pouilly Fumé,Catfish,3.5
5674,Sparkling Wine,Sparkling Wine,Catfish,3.5
5675,Red Wine,Cabernet Sauvignon,Cauliflower,3.5
5676,White Wine,"Gewürztraminer, Alsace",Cauliflower,3.5
5677,Juice,Lemon Based Drinks,Cauliflower,3.5
5678,White Wine,Riesling,Cauliflower,3.5
5679,White Wine,Chardonnay,Caviar,3.5
5680,Other,Aquavit,Caviar,3.5
5681,Other,Lemon Based Drinks,Caviar,3.5
5682,White Wine,"Pinot Gris, Alsace",Caviar,3.5
5683,White Wine,Pinot Gris,Cauliflower,3.5
5684,Sake,Sake,Caviar,3.5
5685,Sparkling Wine,"Sparkling Wine, Dry",Caviar,3.5
5686,White Wine,Txakoli,Caviar,3.5
5687,White Wine,Tokaji,Caviar,3.5
5688,Liquor,Vermouth,Caviar,3.5
5689,White Wine,Sauvignon Blanc,Celery,3.5
5690,White Wine,Riesling,Celery Root,3.5
5691,White Wine,Sancerre,Celery Root,3.5
5692,White Wine,Chablis,Ceviche,3.5
5693,White Wine,Chenin Blanc,Ceviche,3.5
5694,White Wine,Gewürztraminer,Ceviche,3.5
5695,White Wine,Grüner Veltliner,Ceviche,3.5
5696,White Wine,Muscadet,Ceviche,3.5
5697,White Wine,Pinot Gris,Ceviche,3.5
